gene_id	transcript_id	chrom	tx_start	tx_end	strand
ENSG00000262380	ENST00000576454.1	chr16	15683289	15684570	+
ENSG00000263037	ENST00000573868.1	chr1_GL383519v1_alt	35997	39348	+
ENSG00000108528	ENST00000225665.11	chr17	4937129	4940251	-
ENSG00000263033	ENST00000572466.2	chr16	11196176	11224969	+
ENSG00000091583	ENST00000205948.10	chr17	66212032	66229417	-
ENSG00000211645	ENST00000390291.2	chr22	22327299	22327814	+
ENSG00000108523	ENST00000571816.5	chr17	4940007	4945191	+
ENSG00000251785	ENST00000515976.1	chr1	77614868	77614952	+
ENSG00000103707	ENST00000220058.8	chr15	65001511	65029627	-
ENSG00000251787	ENST00000515978.1	chr3	142801206	142801268	+
ENSG00000226227	ENST00000430229.1	chr6_GL000256v2_alt	3831988	3832084	-
ENSG00000226220	ENST00000432801.1	chr7	39796592	39797911	-
ENSG00000226221	ENST00000450941.1	chr5	56504634	56505072	-
ENSG00000226222	ENST00000458741.2	chrX	24632256	24632601	+
ENSG00000226223	ENST00000449843.1	chrY	9640248	9640716	-
ENSG00000266604	ENST00000584734.1	chr18	10612303	10626353	-
ENSG00000266605	ENST00000584783.1	chr18	14450215	14450883	-
ENSG00000251789	ENST00000515980.2	chr1	223373821	223373956	+
ENSG00000251788	ENST00000515979.1	chr12	64228559	64228675	-
ENSG00000266601	ENST00000584276.1	chr17	47929681	47933106	-
ENSG00000238262	ENST00000421651.1	chr11	132284301	132285081	+
ENSG00000225491	ENST00000433767.1	chrY	24232825	24238984	-
ENSG00000148814	ENST00000368614.7	chr10	132332199	132379918	+
ENSG00000187754	ENST00000298181.5	chrX	52644089	52654900	-
ENSG00000260811	ENST00000568934.1	chr11	50032873	50033794	+
ENSG00000139641	ENST00000394048.9	chr12	56128055	56144671	+
ENSG00000250716	ENST00000508823.1	chr5	3496228	3504004	-
ENSG00000135119	ENST00000392549.6	chr12	116738290	116853629	+
ENSG00000187753	ENST00000339137.7	chr9	86220264	86259657	-
ENSG00000162676	ENST00000294702.5	chr1	92474763	92486876	-
ENSG00000135116	ENST00000257572.5	chr12	116856143	116881441	-
ENSG00000135114	ENST00000257570.9	chr12	121019110	121039242	-
ENSG00000187758	ENST00000209668.2	chr4	99276366	99291028	-
ENSG00000162670	ENST00000367462.4	chr1	190097661	190477882	-
ENSG00000186481	ENST00000431648.8	chr18	14179394	14244811	+
ENSG00000186480	ENST00000340368.8	chr7	155297775	155310235	+
ENSG00000186487	ENST00000399161.7	chr2	1789135	2331263	-
ENSG00000185668	ENST00000373012.4	chr1	38044610	38046794	-
ENSG00000165029	ENST00000374736.7	chr9	104781001	104928237	-
ENSG00000185666	ENST00000358763.6	chr22	32512551	33058372	-
ENSG00000211648	ENST00000390294.2	chr22	22357738	22358260	+
ENSG00000185664	ENST00000548493.5	chr12	55954105	55966736	-
ENSG00000165025	ENST00000375754.8	chr9	90801786	90898549	+
ENSG00000185662	ENST00000330910.7	chr5	171785871	171794598	+
ENSG00000165023	ENST00000375765.4	chr9	90609831	90643105	-
ENSG00000181588	ENST00000402693.4	chr19	1554668	1568058	-
ENSG00000115598	ENST00000264257.6	chr2	102186972	102240002	+
ENSG00000186594	ENST00000570416.5	chr17	1712091	1716197	-
ENSG00000101363	ENST00000373606.7	chr20	37289637	37317260	+
ENSG00000115590	ENST00000332549.7	chr2	101991843	102028544	+
ENSG00000115593	ENST00000419482.6	chr2	88067779	88113387	+
ENSG00000115592	ENST00000439262.6	chr2	218822382	218831791	-
ENSG00000101367	ENST00000375571.5	chr20	32819892	32850405	+
ENSG00000153246	ENST00000283243.12	chr2	159932005	160062610	-
ENSG00000101365	ENST00000380843.8	chr20	2658394	2664219	-
ENSG00000115596	ENST00000233948.3	chr2	218859820	218874233	+
ENSG00000261897	ENST00000575738.1	chr11_JH159136v1_alt	62948	63971	+
ENSG00000250788	ENST00000511806.1	chr12	34164772	34166954	-
ENSG00000230650	ENST00000421567.1	chr2	110360607	110363737	-
ENSG00000187288	ENST00000336832.6	chr3	9866713	9879056	-
ENSG00000250782	ENST00000512227.1	chr5	17634459	17635053	+
ENSG00000109436	ENST00000442267.2	chr4	140620764	140756120	-
ENSG00000250781	ENST00000503321.1	chr4	42281829	42391233	-
ENSG00000250786	ENST00000508179.1	chr5	9546199	9550609	+
ENSG00000250787	ENST00000513734.1	chr5	56381780	56382075	+
ENSG00000261898	ENST00000570493.2	chr17	4731755	4732371	-
ENSG00000162236	ENST00000294179.7	chr11	62806896	62832088	-
ENSG00000180251	ENST00000295269.4	chr2	102473302	102533972	+
ENSG00000258555	ENST00000358654.2	chr22	24270897	24442356	+
ENSG00000258554	ENST00000554022.1	chr12	55966837	55967474	-
ENSG00000112640	ENST00000485511.5	chr6	42984498	43012342	+
ENSG00000258552	ENST00000554513.1	chr14	77173074	77173652	-
ENSG00000258551	ENST00000554333.1	chr15	91463336	91494850	+
ENSG00000258550	ENST00000556941.1	chr14	51763055	51764076	-
ENSG00000025293	ENST00000374012.7	chr20	35771982	35950381	+
ENSG00000165694	ENST00000298542.8	chrX	132076994	132128020	-
ENSG00000262528	ENST00000573609.2	chr16	654610	656194	-
ENSG00000258559	ENST00000554532.2	chr14	74289126	74294425	-
ENSG00000258558	ENST00000554665.1	chr14	30734925	30822702	-
ENSG00000185591	ENST00000327443.8	chr12	53380193	53411630	+
ENSG00000185594	ENST00000328504.4	chr15	96783445	96785614	+
ENSG00000185596	ENST00000558784.5	chr15	101966066	101976543	+
ENSG00000183506	ENST00000360806.9	chr22	21473058	21488358	-
ENSG00000238266	ENST00000649110.1	chr10	6779605	6790256	+
ENSG00000027644	ENST00000368195.3	chr1	156840062	156859018	-
ENSG00000183508	ENST00000369448.3	chr1	117605933	117628372	+
ENSG00000257062	ENST00000593147.5	chr12	21054586	21131236	+
ENSG00000257060	ENST00000543286.5	chr15	93312556	93554870	+
ENSG00000169083	ENST00000374690.8	chrX	67544035	67730619	+
ENSG00000116819	ENST00000373235.3	chr1	35573369	35595328	+
ENSG00000257067	ENST00000537491.5	chr11	115932773	115942995	+
ENSG00000257065	ENST00000545614.1	chr6	143807091	143844617	+
ENSG00000116815	ENST00000369489.9	chr1	116514534	116571039	-
ENSG00000229526	ENST00000580052.2	chr17	18450636	18475920	+
ENSG00000257069	ENST00000539086.5	chr11	64291721	64304769	+
ENSG00000250712	ENST00000512437.1	chr4	165010458	165011851	+
ENSG00000149646	ENST00000349339.5	chr20	35968606	36030700	+
ENSG00000169085	ENST00000305454.7	chr8	66493207	66518524	+
ENSG00000207279	ENST00000384549.1	chr15	25094036	25094128	+
ENSG00000229524	ENST00000449450.6	chr6_GL000251v2_alt	3116309	3129925	-
ENSG00000074590	ENST00000261402.6	chr12	106063339	106140033	-
ENSG00000238265	ENST00000419069.1	chr21	21723292	21737319	-
ENSG00000169087	ENST00000306103.2	chr3	122740002	122793824	-
ENSG00000050165	ENST00000326932.8	chr11	11963105	12009370	-
ENSG00000218359	ENST00000403109.1	chr6	17582033	17582305	+
ENSG00000218358	ENST00000533735.1	chr6	149998018	150005144	-
ENSG00000217120	ENST00000407015.1	chr6	103002513	103003897	+
ENSG00000218351	ENST00000401762.2	chr6	141635719	141636503	-
ENSG00000218350	ENST00000402650.1	chr6	71165075	71165770	+
ENSG00000218357	ENST00000405369.3	chr22	47461298	47487111	-
ENSG00000217128	ENST00000510461.5	chr5	131644436	131797017	-
ENSG00000126602	ENST00000246957.9	chr16	3658036	3717597	-
ENSG00000174937	ENST00000641993.1	chr11	56469273	56473352	-
ENSG00000262525	ENST00000574263.1	chr12_GL877876v1_alt	260070	261000	-
ENSG00000138207	ENST00000371467.5	chr10	93591686	93601663	-
ENSG00000156170	ENST00000396124.8	chr8	95024985	95058710	+
ENSG00000055609	ENST00000262189.10	chr7	152134924	152436005	-
ENSG00000184381	ENST00000332509.7	chr22	38111494	38181802	-
ENSG00000228998	ENST00000579581.1	chr15	90275128	90275716	+
ENSG00000228999	ENST00000450551.1	chr2	21933335	22531105	-
ENSG00000177830	ENST00000449825.5	chr11	867859	915058	-
ENSG00000126953	ENST00000372902.3	chrX	101345660	101349196	-
ENSG00000126952	ENST00000473265.2	chrX	101832197	101843199	-
ENSG00000228992	ENST00000454085.2	chr15	27895703	27896582	+
ENSG00000126950	ENST00000372930.4	chrX	101078719	101096364	+
ENSG00000232216	ENST00000434710.1	chr14	106470263	106470800	-
ENSG00000186150	ENST00000334179.4	chr1	110112467	110113945	+
ENSG00000186153	ENST00000566780.5	chr16	78099412	79212667	+
ENSG00000228997	ENST00000448495.1	chr10	10776222	10776661	-
ENSG00000164087	ENST00000296484.6	chr3	52075252	52154412	-
ENSG00000164086	ENST00000495880.1	chr3	52048918	52056550	-
ENSG00000242178	ENST00000470444.1	chr3	166160020	166160370	-
ENSG00000164082	ENST00000395052.7	chr3	51707069	51718410	+
ENSG00000164081	ENST00000611400.4	chr3	51671174	51704322	+
ENSG00000164080	ENST00000409535.6	chr3	51541579	51668667	+
ENSG00000242173	ENST00000219409.7	chr16	280605	283010	+
ENSG00000242170	ENST00000467740.3	chr8	125270603	125270902	+
ENSG00000242176	ENST00000467090.1	chr16	71991150	71991305	-
ENSG00000008735	ENST00000329492.5	chr22	50600684	50611551	+
ENSG00000164089	ENST00000296486.7	chr4	108742039	108763053	-
ENSG00000164088	ENST00000323588.8	chr3	52245792	52250595	+
ENSG00000182674	ENST00000523207.1	chr8	72537390	72938349	+
ENSG00000182676	ENST00000330261.4	chr17	81833491	81835033	-
ENSG00000182670	ENST00000355666.5	chr21	37073270	37203103	+
ENSG00000100181	ENST00000558085.6	chr22	16601886	16698742	+
ENSG00000262819	ENST00000572683.1	chr12_GL383550v2_alt	133515	134857	-
ENSG00000262818	ENST00000570978.1	chr17	6417684	6418264	+
ENSG00000262815	ENST00000576477.1	chr17	9464741	9467422	+
ENSG00000262814	ENST00000333676.7	chr17	81703356	81707526	+
ENSG00000262810	ENST00000571815.1	chr17	2089680	2101560	+
ENSG00000256331	ENST00000417799.2	chr12	7604349	7605214	-
ENSG00000182974	ENST00000332663.3	chr15	21637908	21638992	+
ENSG00000256339	ENST00000444324.2	chr12	14841091	14844708	+
ENSG00000150783	ENST00000280358.4	chr11	112167371	112172559	+
ENSG00000101166	ENST00000355937.8	chr20	59033144	59042909	-
ENSG00000251819	ENST00000516010.1	chr15	100551819	100551922	-
ENSG00000251818	ENST00000516009.1	chr17	28018769	28018907	+
ENSG00000104044	ENST00000354638.7	chr15	27754874	28099358	-
ENSG00000254863	ENST00000524708.1	chr11	119988763	119995037	-
ENSG00000251814	ENST00000516005.1	chr6	117299363	117299638	+
ENSG00000254861	ENST00000525512.1	chr11	23761329	23804598	-
ENSG00000251816	ENST00000516007.1	chr4	19181813	19181856	-
ENSG00000251811	ENST00000516002.1	chr3	43472476	43472596	+
ENSG00000254866	ENST00000529497.2	chr8	12150894	12151134	-
ENSG00000251813	ENST00000516004.1	chr1	194488102	194488205	-
ENSG00000254864	ENST00000530963.1	chr11	7568865	7572046	-
ENSG00000104957	ENST00000586600.5	chr19	13731759	13763296	+
ENSG00000104953	ENST00000452088.5	chr19	2977579	2995179	+
ENSG00000104951	ENST00000595948.5	chr19	49889653	49929539	-
ENSG00000228338	ENST00000438401.1	chr1	12822685	12823159	-
ENSG00000228339	ENST00000457220.1	chr10	20350048	20351100	+
ENSG00000228334	ENST00000437145.1	chr7	3083251	3086421	-
ENSG00000228335	ENST00000434352.1	chr7	99442889	99443496	-
ENSG00000228336	ENST00000446393.2	chr1	247770168	247779524	+
ENSG00000228337	ENST00000423991.1	chr3	50685550	50685791	-
ENSG00000228330	ENST00000442900.1	chr10	13142184	13142977	-
ENSG00000228331	ENST00000422360.2	chr17	19496942	19497528	+
ENSG00000228333	ENST00000415157.6	chr6_GL000252v2_alt	4437086	4444187	-
ENSG00000268297	ENST00000596555.1	chr19	7787548	7790621	+
ENSG00000182979	ENST00000331320.11	chr14	105419821	105470729	+
ENSG00000096746	ENST00000265866.11	chr10	68332074	68343187	+
ENSG00000106554	ENST00000262570.9	chr7	132784867	133082082	-
ENSG00000163882	ENST00000456318.5	chr3	184361717	184368594	+
ENSG00000252540	ENST00000516731.1	chr20	49794810	49794914	+
ENSG00000252546	ENST00000516737.1	chr19	12070163	12070271	+
ENSG00000155833	ENST00000374798.7	chr9	102995310	103018488	+
ENSG00000163884	ENST00000296233.3	chr3	126342634	126357442	-
ENSG00000163885	ENST00000352312.5	chr3	126394938	126436555	+
ENSG00000252548	ENST00000516739.1	chr4	98966814	98966873	-
ENSG00000252549	ENST00000516740.1	chr20	35647327	35647430	-
ENSG00000270234	ENST00000605632.1	chr10	8724009	8724288	+
ENSG00000199410	ENST00000362540.1	chrX	16912214	16912317	-
ENSG00000199411	ENST00000362541.1	chr9	137094344	137094430	+
ENSG00000199415	ENST00000362545.1	chr12	104125235	104125356	+
ENSG00000150456	ENST00000382758.5	chr13	20728730	20773949	-
ENSG00000140254	ENST00000267803.8	chr15	45117370	45129859	-
ENSG00000160505	ENST00000301295.10	chr19	55836577	55881850	+
ENSG00000237275	ENST00000440592.1	chrX	52687362	52687633	-
ENSG00000237274	ENST00000416942.2	chr9	6195933	6197248	+
ENSG00000237276	ENST00000602586.1	chr1	16216468	16228027	-
ENSG00000237271	ENST00000419860.1	chr2	204228136	204234985	-
ENSG00000237273	ENST00000434442.1	chr19	12096423	12096915	+
ENSG00000240159	ENST00000479841.1	chr4	184254508	184255330	+
ENSG00000240156	ENST00000490840.1	chr3	70751122	70751350	+
ENSG00000084444	ENST00000197268.12	chr12	13044283	13083449	+
ENSG00000177369	ENST00000322227.6	chr17	49248238	49256449	+
ENSG00000237279	ENST00000427081.2	chr1	52943535	52943930	-
ENSG00000237278	ENST00000427891.2	chr1	113125320	113126883	-
ENSG00000240151	ENST00000479724.3	chr8	117163967	117164255	+
ENSG00000124440	ENST00000377670.8	chr19	46297045	46343433	+
ENSG00000173451	ENST00000308086.2	chr12	71663008	71680639	+
ENSG00000124449	ENST00000244314.5	chr19	43716009	43720021	+
ENSG00000233541	ENST00000479573.2	chr11	123051160	123051401	+
ENSG00000166908	ENST00000540759.6	chr12	57591202	57603418	+
ENSG00000269793	ENST00000595954.1	chr19	56765343	56799646	+
ENSG00000166900	ENST00000337979.8	chr11	59755058	59802706	+
ENSG00000221200	ENST00000408273.1	chr17	2748077	2748182	-
ENSG00000166902	ENST00000300151.4	chr11	59806134	59810872	-
ENSG00000233545	ENST00000414485.1	chr13	24400702	24401029	+
ENSG00000169100	ENST00000381401.10	chrY	1386151	1392724	-
ENSG00000173457	ENST00000309318.7	chr11	64244483	64246941	-
ENSG00000169105	ENST00000306243.6	chr15	40470997	40474571	+
ENSG00000223013	ENST00000411081.1	chr11	75934935	75935039	+
ENSG00000196507	ENST00000372628.5	chrX	103607450	103609927	+
ENSG00000163263	ENST00000368525.3	chr1	154199371	154206333	-
ENSG00000235269	ENST00000418927.1	chr14	53768941	53850882	-
ENSG00000125356	ENST00000371437.4	chrX	119871486	119876662	+
ENSG00000243804	ENST00000383420.4	chr6_GL000255v2_alt	2962701	2966413	+
ENSG00000257884	ENST00000547785.2	chr14	19677836	19680104	+
ENSG00000257885	ENST00000546648.1	chr12	48168846	48169659	-
ENSG00000257880	ENST00000547084.1	chr12	62139998	62145643	-
ENSG00000139330	ENST00000266719.3	chr12	91050490	91057983	-
ENSG00000257883	ENST00000546835.1	chr12	116661581	116698065	+
ENSG00000121871	ENST00000241274.3	chr3	165186721	165196852	-
ENSG00000238777	ENST00000459304.1	chr20	59852666	59852728	-
ENSG00000196502	ENST00000395609.5	chr16	28605596	28623553	-
ENSG00000255011	ENST00000532034.1	chr11	90071135	90073055	+
ENSG00000255010	ENST00000527291.1	chr11	83106579	83106961	-
ENSG00000255012	ENST00000641076.1	chr11	56609235	56614874	-
ENSG00000255015	ENST00000527100.1	chr11	122294937	122301763	-
ENSG00000255014	ENST00000524544.1	chr11	80653428	80653988	-
ENSG00000260649	ENST00000561835.1	chr16	32189261	32189481	+
ENSG00000255016	ENST00000530817.1	chr8	12025243	12025598	-
ENSG00000255019	ENST00000531671.1	chr11	55786963	55787905	+
ENSG00000170525	ENST00000379775.8	chr10	6202930	6235532	+
ENSG00000260724	ENST00000569003.1	chr16	35134513	35135075	+
ENSG00000121653	ENST00000241014.6	chr11	45885650	45906465	+
ENSG00000263354	ENST00000578054.1	chr18	67081583	67081686	+
ENSG00000206297	ENST00000383235.4	chr6_GL000255v2_alt	4039496	4048266	-
ENSG00000225258	ENST00000429816.1	chr2	180571711	180692454	-
ENSG00000241288	ENST00000600712.5	chr3	125886835	125888853	-
ENSG00000128917	ENST00000650082.1	chr15	40929332	40939073	+
ENSG00000225254	ENST00000443069.2	chr9	38452781	38454070	-
ENSG00000128918	ENST00000249750.8	chr15	57953423	58066418	-
ENSG00000225256	ENST00000426293.1	chrY	25699450	25702562	+
ENSG00000241286	ENST00000465069.2	chr12	110841537	110842387	-
ENSG00000241281	ENST00000473673.1	chr4	147425973	147426351	-
ENSG00000241280	ENST00000483840.1	chr3	101960357	101997926	+
ENSG00000225253	ENST00000457751.1	chr18	41819052	41819421	+
ENSG00000157152	ENST00000621198.4	chr3	12004401	12191400	+
ENSG00000157150	ENST00000287814.4	chr3	12153050	12159351	-
ENSG00000184148	ENST00000328051.2	chr1	152970665	152972574	+
ENSG00000198553	ENST00000312942.1	chr13	50015253	50020922	+
ENSG00000184144	ENST00000331830.6	chr1	205043123	205078284	+
ENSG00000181409	ENST00000326724.8	chr17	81117294	81166017	-
ENSG00000184140	ENST00000328882.6	chr15	101803508	101806887	+
ENSG00000187122	ENST00000266058.8	chr10	96998037	97185920	-
ENSG00000172482	ENST00000307503.3	chr2	240868478	240879120	+
ENSG00000166016	ENST00000435224.2	chr11	34150987	34358008	-
ENSG00000172717	ENST00000612183.4	chr14	67189392	67228550	+
ENSG00000166012	ENST00000448108.6	chr11	93735566	93741945	-
ENSG00000166013	ENST00000532912.1	chr11	89841996	89850970	+
ENSG00000244101	ENST00000474557.1	chr3	136609049	136609602	+
ENSG00000249252	ENST00000502344.5	chr4	15004941	15427914	-
ENSG00000127870	ENST00000381588.8	chr13	26212767	26222493	-
ENSG00000244104	ENST00000483093.3	chr9	107811615	107811914	-
ENSG00000244107	ENST00000475154.3	chr8	54420467	54420725	+
ENSG00000126545	ENST00000246891.8	chr4	69931080	69946574	+
ENSG00000181908	ENST00000316124.3	chr11	64449073	64451657	+
ENSG00000122043	ENST00000400540.5	chr13	29935904	29950488	+
ENSG00000122042	ENST00000380680.4	chr13	29764370	29850684	-
ENSG00000126549	ENST00000615994.4	chr4	69995930	70002454	+
ENSG00000208022	ENST00000385287.1	chr12	80935735	80935833	-
ENSG00000162004	ENST00000293889.10	chr16	722581	726473	-
ENSG00000201263	ENST00000364393.1	chr14	100957165	100957237	+
ENSG00000201260	ENST00000364390.1	chr10	16207820	16207927	-
ENSG00000201264	ENST00000364394.1	chr4	151102056	151102128	+
ENSG00000231945	ENST00000489089.1	chr6_GL000256v2_alt	3081702	3083727	-
ENSG00000255909	ENST00000543528.1	chr12	19413152	19413461	+
ENSG00000255903	ENST00000436610.3	chr11	115578048	115578243	+
ENSG00000255900	ENST00000536978.1	chr12	126616343	126616554	-
ENSG00000105379	ENST00000309244.8	chr19	51345170	51366418	-
ENSG00000175857	ENST00000396776.6	chr5	58491434	58497090	+
ENSG00000268886	ENST00000599222.1	chr19	52575882	52585561	-
ENSG00000270409	ENST00000604625.1	chr3	15732251	15733404	+
ENSG00000204379	ENST00000375602.1	chrX	52495675	52500812	+
ENSG00000175854	ENST00000320188.9	chr9	128276145	128288988	+
ENSG00000270403	ENST00000604533.1	chr11	117668482	117668858	+
ENSG00000254053	ENST00000522505.1	chr14	106045599	106045860	-
ENSG00000254050	ENST00000518078.1	chr8	62473216	62474269	-
ENSG00000204371	ENST00000375537.8	chr6	31879758	31897684	-
ENSG00000254056	ENST00000523324.1	chr14	106775156	106775618	-
ENSG00000254057	ENST00000520962.1	chr8	93834453	93846743	-
ENSG00000270405	ENST00000603054.1	chr7	152366762	152367015	+
ENSG00000254055	ENST00000521215.1	chr8	56639900	56656465	-
ENSG00000256403	ENST00000544959.1	chr11	72410715	72412079	+
ENSG00000158125	ENST00000379416.3	chr2	31334320	31414715	-
ENSG00000267132	ENST00000589177.1	chr17	42648177	42648738	+
ENSG00000158122	ENST00000375234.7	chr9	96639576	96655281	-
ENSG00000137726	ENST00000527717.5	chr11	117836980	117877486	-
ENSG00000137727	ENST00000527598.1	chr11	110577053	110713189	-
ENSG00000137720	ENST00000260276.7	chr11	111879223	111885975	+
ENSG00000268883	ENST00000538162.3	chrX	153075768	153076968	-
ENSG00000206284	ENST00000383208.8	chr6_GL000255v2_alt	4473527	4483951	-
ENSG00000272934	ENST00000566538.1	chr9	38542388	38543215	-
ENSG00000272937	ENST00000641684.1	chr12	55608042	55615878	+
ENSG00000272936	ENST00000610267.1	chr4	44704404	44704965	+
ENSG00000272931	ENST00000609194.1	chr1	89820173	89820868	-
ENSG00000206281	ENST00000383198.6	chr6_GL000255v2_alt	4494114	4508814	-
ENSG00000272933	ENST00000607967.1	chr10	102642791	102644140	-
ENSG00000207162	ENST00000384433.1	chr15	64671262	64671369	+
ENSG00000212605	ENST00000391303.1	chrX	71020274	71020438	-
ENSG00000265873	ENST00000581736.1	chr9	88745835	88745905	-
ENSG00000206288	ENST00000383213.8	chr6_GL000255v2_alt	4395276	4398843	+
ENSG00000206289	ENST00000383217.8	chr6_GL000255v2_alt	4387990	4395092	-
ENSG00000258743	ENST00000555150.5	chr14	82642631	82706825	+
ENSG00000123094	ENST00000405154.6	chr12	25959057	26072869	+
